agent,benchmark,instance_id,resolved,source_code_files,source_code_tokens,write_recall,write_precision,read_recall,read_precision,total_operations,total_reads,total_writes,unique_files_read,unique_files_written,unique_dirs,max_depth,first_write_at,reread_rate,churn_rate,conversion_rate,first_correct_read,first_correct_write,subagent_count
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-02e21636c58e86c51119b63e0fb5ca7b813b07b1,False,497,930126,0.7,0.7778,0.2,0.1111,112,53,15,18,9,13,4,86,0.6604,0.4,1.0,6,86,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-05d7234fa582df632f70a7cd10194d61bd7043b9,False,540,971505,0.7,0.6364,0.7,0.35,114,62,19,20,11,26,7,60,0.6774,0.4211,1.0,7,68,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-0b119520afca1cf25c470ff4288c464d4510b944,True,474,905830,1.0,1.0,1.0,0.375,50,22,10,8,3,7,4,39,0.6364,0.7,1.0,8,39,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-0fd09def402258834b9d6c0eaa6d3b4ab93b4446,False,149,366972,0.6,0.5,0.8,0.1739,138,65,11,23,6,28,5,107,0.6462,0.4545,0.75,3,122,2
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-15b76cada1ef29cfa56b0fba36754be36243dded,True,440,849985,1.0,1.0,1.0,0.5714,47,20,8,7,4,13,5,34,0.65,0.5,1.0,8,34,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e,False,539,1041472,0.25,0.1667,0.5,0.1538,57,29,9,13,6,7,3,41,0.5517,0.3333,0.5,4,41,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-1dceb5edf3fa8f39495b939ef9cc0c3dd38fa17d,True,549,916444,0.5,1.0,0.5,0.3333,24,8,5,3,1,5,3,18,0.625,0.8,1.0,4,18,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-21a935ad7886cc50c46852be21b37f363a926af0,True,100,242564,0.3333,0.5,0.6667,0.5,26,12,6,4,2,2,2,18,0.6667,0.6667,0.5,3,18,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-292fdaca9be39e6a921aaa8874c011d0fdd3e874,False,149,331762,1.0,0.8,0.75,0.2727,58,34,13,22,10,7,4,43,0.3529,0.2308,1.0,7,43,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-29d3f9db40c83434d0e3cc082af8baec64c391a9,True,392,766944,0.5,0.5,0.5,0.1667,19,7,8,6,2,5,2,9,0.1429,0.75,1.0,4,9,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-2ca5dfb3513e4e786d2b037075617cccc286d5c3,False,479,910959,0.3571,0.5556,0.3571,0.3125,77,39,13,16,9,24,5,50,0.5897,0.3077,0.8,4,51,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-2ce8a0331e8a8f63f2c1b555db8277ffe5aa2e63,False,465,890460,0.25,0.5,0.25,0.1429,38,16,6,7,2,8,5,23,0.5625,0.6667,1.0,2,23,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-2eac0df47b5ecc8bb05002d80383ceb08ab3620a,True,468,895383,1.0,0.5,1.0,0.2,52,20,18,10,4,4,3,25,0.5,0.7778,1.0,5,25,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-36e62baffae2132f78f9d34dc300a9baa2d7ae0e,True,402,774479,0.25,0.5,1.0,0.6667,32,13,5,6,2,4,2,11,0.5385,0.6,0.25,4,21,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-381b90f718435c4694380b5fcd0d5cf8e3b5a25a,False,418,802928,0.8571,0.8571,0.8571,0.75,61,28,10,8,7,7,5,25,0.7143,0.3,1.0,5,25,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-3b2c25ee8a3ac247c3fad13ad8d64ace34ec8ee7,False,534,1034016,0.8,0.5,0.8,0.3636,41,17,16,11,8,7,3,21,0.3529,0.5,1.0,1,21,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8,False,476,907470,0.125,0.5,0.125,0.5,28,14,5,4,4,3,3,20,0.7143,0.2,1.0,3,20,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-3ef34d1fff012140ba86ab3cafec8f9934b492be,True,513,945469,0.5,0.375,0.5,0.1765,154,78,13,17,8,19,4,107,0.7821,0.3846,1.0,22,111,2
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-40007b9d97e3862bcef8c20ae6c87b22ea0627f0,False,469,897459,0.8,0.5,0.8,0.4444,61,31,12,9,8,13,5,43,0.7097,0.3333,1.0,6,44,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-406f9396ad65696d58865b3a6283109cd4eaf40e,True,64,2033270,0.5833,0.7,0.4167,0.7143,61,17,14,7,10,7,4,45,0.5882,0.2857,1.0,6,45,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-492cc0b158200089dceede3b1aba0ed28df3fb1d,False,374,726985,0.8333,0.5,1.0,0.4286,95,47,14,14,10,13,4,71,0.7021,0.2857,0.8333,11,72,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-507170da0f7f4da330f6732bffdf11c4df7fc192,False,528,1035796,0.25,0.5,0.75,0.2143,59,22,3,14,2,18,7,53,0.3636,0.3333,0.0,6,54,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-518ec324b66a07fdd95464a5e9ca5fe7681ad8f9,False,137,311469,1.0,1.0,1.0,0.5,13,6,3,4,2,3,3,7,0.3333,0.3333,1.0,2,7,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-524f277313606f8cd29b299617d6565c01642e15,False,375,744246,0.7273,0.8,0.8182,0.6429,81,46,15,14,10,18,5,61,0.6957,0.3333,0.7778,0,62,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-56a620b8fc9ef7a0819b47709aa541cdfdbba00b,False,388,764812,0.5455,0.5,0.6364,0.3182,90,38,22,22,12,16,4,42,0.4211,0.4545,0.5714,4,43,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-5aef5a14890aa145c22d864a834694bae3a6f112,True,425,839615,0.8,0.4444,0.8,0.2857,66,27,15,14,9,18,4,21,0.4815,0.4,1.0,4,40,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-5af0757e96dec4962a076376d1bedc79de0d4249,False,143,354628,0.75,1.0,0.75,0.75,21,8,6,4,3,6,5,10,0.5,0.5,1.0,3,10,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-5c7037ececb0bead0a8eb56054e224bcd7ac5922,False,100,241821,0.5,0.4,0.75,0.4286,44,14,14,7,5,5,2,27,0.5,0.6429,0.6667,7,27,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-5ffba3406a7993d97ced4cc13658bee66150fcca,True,88,216915,0.5,0.6667,0.75,0.375,26,11,6,8,3,3,3,19,0.2727,0.5,0.6667,6,19,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-65581fef4aa807540cb933753d085feb0d7e736f,False,101,235838,0.3333,0.4444,0.4167,0.3571,81,31,19,14,9,8,2,52,0.5484,0.5263,0.6,4,53,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-690672523398c2b6f6e4562f0bf9868664ab894f,True,462,887377,1.0,0.5,1.0,0.4,20,9,7,5,4,4,2,5,0.4444,0.4286,0.5,0,6,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-6fd0f9e2587f14ac1fdd1c229f0bcae0468c8daa,False,407,786608,0.375,1.0,0.875,0.2593,135,53,4,27,3,17,4,107,0.4906,0.25,0.1429,6,121,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-6fe76d024ee0c50ddb09c86f4ae0bd4c208fd65f,True,145,317248,1.0,0.5,1.0,0.1429,20,8,2,7,2,10,5,16,0.125,0.0,1.0,2,16,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-7161f7b876773a911afdd804b281e52681cb7321,True,393,769094,0.6667,0.6667,0.6667,0.6667,22,12,4,3,3,4,2,15,0.75,0.25,1.0,2,15,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-72d06db14d58692bfb4d07b1aa745a37b35956f3,False,405,782189,0.3333,0.5,0.3333,0.3333,11,5,2,3,2,5,4,8,0.4,0.0,1.0,1,8,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-756f00f79ba8abf9fe53f3c6c818123b42eb7355,False,149,331517,0.375,0.75,0.625,0.3571,47,25,9,14,4,13,6,19,0.44,0.5556,0.6,1,19,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-84806a178447e766380cc66b14dee9c6eeb534f4,False,414,798369,0.4444,0.4,0.5556,0.25,140,56,23,20,10,13,4,99,0.6429,0.5652,0.8,5,99,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-8bd3604dc54b681f1f0f7dd52cbc70b3024184b6,False,526,1035049,0.75,0.6,0.75,0.2,53,28,5,15,5,13,6,45,0.4643,0.0,0.6667,7,45,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-967855b429f749c28c112b8cb1b15bc79157f973,True,112,256479,0.6,0.75,0.8,0.4,96,49,14,10,4,7,2,53,0.7959,0.7143,0.75,4,62,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-96820c3ad10b0b2305e8877b6b303f7fafdf815f,False,483,916889,0.625,0.5556,0.5,0.4444,27,10,9,9,9,7,4,16,0.1,0.0,0.75,2,17,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-9d25c18b79bc7829a6fb08ec9e8793d5d17e2868,False,540,987768,0.6667,0.6667,0.5833,0.2333,143,66,12,30,12,26,5,116,0.5455,0.0,0.5714,2,117,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-9f8127f225a86245fa35dca4885c2daef824ee55,False,109,253715,0.4118,0.6364,0.4118,0.25,188,91,29,28,11,39,7,104,0.6923,0.6207,0.8571,7,147,2
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-a0cbc0cb65ae601270bdbe3f5313e2dfd49c80e4,False,518,944474,0.5,0.3333,0.5,0.1111,62,35,7,9,3,5,4,48,0.7429,0.5714,1.0,7,48,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-a42d38a1bb1df267c53d9d4a706cf34825ae3da9,False,160,358156,0.375,0.75,0.5,0.2353,67,35,6,17,4,10,5,54,0.5143,0.3333,0.75,1,54,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-abaa5953795afb9c621605bb18cb32ac48b4508c,True,374,726918,1.0,0.6667,0.8333,0.2273,102,45,12,22,9,23,4,73,0.5111,0.25,1.0,7,74,2
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-aebaecd026f752b187f11328b0d464761b15d2ab,True,549,915655,0.3333,1.0,0.3333,0.5,7,3,2,2,1,3,3,3,0.3333,0.5,1.0,0,3,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-af7a0be46d15f0b63f16a868d13f3b48a838e7ce,False,148,364565,0.8182,0.9,0.9091,0.8333,37,15,14,12,10,6,4,20,0.2,0.2857,0.8,2,20,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-b2170346dc37cf42fda1386cd630f24821ad2ac5,True,393,768868,0.75,0.75,1.0,0.2222,73,35,8,18,4,13,5,64,0.4857,0.5,0.75,9,64,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-b22f5f02e40b225b6b93fff472914973422e97c6,True,414,796811,0.25,0.6667,0.375,0.6,34,9,4,5,3,6,2,21,0.4444,0.25,0.6667,2,23,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-b2393f07d893024ab1e47ea2081e0289e1f9d56f,True,534,1042697,0.3333,0.6,0.3333,0.1579,105,56,6,19,5,16,4,91,0.6607,0.1667,1.0,7,95,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-b2cd6a6dd73ca91b519015fd5924fde8d17f3f06,False,137,310843,0.6667,0.4,0.6667,0.3333,33,14,6,6,5,12,4,22,0.5714,0.1667,1.0,2,23,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-b3cd920bbb25e01fdb2dab66a5a913363bc62f6c,False,526,1033977,0.2,0.6667,0.2,0.6667,28,13,9,3,3,5,2,11,0.7692,0.6667,1.0,3,11,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-b433bd05ce405837804693bebd5f4b88d87133c8,True,149,365775,0.25,0.7778,0.3929,0.55,110,56,15,20,9,13,4,84,0.6429,0.4,0.6364,6,84,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-b4bb5e13006a729bc0eed8fe6ea18cff54acdacb,True,469,900018,0.625,0.625,0.5,0.3077,72,32,15,13,8,13,4,51,0.5938,0.4667,1.0,9,51,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-b68b8960b8a08540d5198d78c665a7eb0bea4008,False,547,913855,1.0,0.6667,0.5,0.0714,72,34,5,14,3,12,4,62,0.5882,0.4,1.0,14,63,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-b6cef5cdc0daff3ee99e5974ed60a1dc6b4b0d67,False,149,366293,1.0,0.6667,1.0,0.3333,29,9,5,6,3,6,3,17,0.3333,0.4,1.0,1,20,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0,True,315,591387,0.6667,0.5,0.6667,0.4,45,22,15,5,4,6,4,11,0.7727,0.7333,1.0,3,11,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-c154dd1a3590954dfd3b901555fc6267f646a289,False,88,216536,0.0714,0.2,0.1429,0.2222,41,21,8,9,5,5,3,32,0.5714,0.375,0.5,2,32,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-c1728053367c753688f114ec26e703c8fdeda125,False,305,568218,0.625,0.7143,0.375,0.3333,34,12,7,9,7,8,3,25,0.25,0.0,0.3333,3,27,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-c188284ff0c094a4ee281afebebd849555ebee59,False,470,902978,0.6667,0.625,0.4667,0.35,142,72,20,20,16,18,4,99,0.7222,0.2,0.8571,15,101,2
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-c1fd7a81ef9f23e742501bfb26d914eb683262aa,False,440,849414,0.7778,0.7778,0.1111,0.0625,52,28,10,16,9,9,4,40,0.4286,0.1,1.0,4,40,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-c6a7b1fd933e763b1675281b30077e161fa115a1,False,304,567426,0.5,0.5,0.6,0.5455,47,18,21,11,10,9,4,18,0.3889,0.5238,0.8333,2,19,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-c8d71ad7ea98d97546f01cce4ccb451dbcf37d3b,False,392,767999,0.5556,0.625,0.6667,0.3333,100,53,18,18,8,18,6,58,0.6604,0.5556,0.8333,6,68,3
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-cd18e54a0371fa222304742c6312e9ac37ea86c1,False,313,590181,0.3333,0.3333,0.8333,0.2,115,63,17,25,6,6,2,39,0.6032,0.6471,0.4,5,65,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-cd2f3b0a9d4d8b8a6d3d56afab65851ecdc408e8,False,417,799129,0.4286,0.6,0.4286,0.5,72,36,17,6,5,5,3,43,0.8333,0.7059,1.0,8,43,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-cf06f4ebfab7fa21eed3e5838592e8e44566957f,True,93,226282,0.6,0.75,0.6,0.4286,55,26,5,7,4,3,1,47,0.7308,0.2,1.0,12,47,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-d966559200183b713cdf3ea5007a7e0ba86a5afb,True,483,916814,0.2857,0.5,0.2857,0.6667,30,14,5,3,4,4,2,19,0.7857,0.2,1.0,2,19,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-dae029cba7cdb98dfb1a6b416c00d324241e6063,False,540,982860,0.5,0.3333,0.5,0.1667,89,40,16,12,6,12,4,59,0.7,0.625,1.0,3,66,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-db1c3b100e231c62f0c90c2ab037614f20a2a63b,True,548,913529,0.6667,0.6667,0.6667,0.4,45,21,6,5,3,5,3,37,0.7619,0.5,1.0,4,37,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-dbe263961b187e1c5d7fe34c65b000985a2da5a0,True,440,849164,0.7778,0.875,0.6667,0.4,33,17,12,15,8,15,5,18,0.1176,0.3333,1.0,2,19,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-e2bd19dafa7166c96b082fb2a59eb54b4be0d778,False,375,747193,0.4,0.6667,0.5,0.25,118,59,18,20,6,19,4,56,0.661,0.6667,0.8,11,91,2
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-e42da21a07a5ae35835ec54f74004ebd58713874,True,88,221287,0.5714,0.5,0.7143,0.4167,58,25,21,12,8,3,1,16,0.52,0.619,0.8,2,16,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-e50808c03e4b9d25a6a78af9c61a3b1616ea356b,False,290,540851,0.4167,0.4167,0.4167,0.1316,165,89,13,38,12,25,4,140,0.573,0.0769,0.4,15,141,3
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-e594593dae52badf80ffd27878d2275c7f0b20e9,False,437,862123,0.3333,0.1667,0.6667,0.087,76,35,9,23,6,24,7,48,0.3429,0.3333,0.5,9,57,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-e5fe37c379e1eec2dd3492c5737c0be761050b26,True,410,790191,1.0,0.5455,1.0,0.3333,122,48,18,18,11,16,4,93,0.625,0.3889,0.8333,7,94,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-e88e93990e3ec1e7697754b423decc510d5dd5fe,True,407,785772,0.5,0.4,0.75,0.3333,100,51,16,9,5,9,3,62,0.8235,0.6875,0.6667,8,62,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-e91615cf07966da41756017a7d571f9fc0fdbe80,False,94,231991,0.4615,0.75,0.2308,0.4286,83,38,8,7,8,11,3,72,0.8158,0.0,0.0,6,73,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-ea9a2663b176da329b3f574da2ce2a664fc5b4a1,False,549,1055172,0.7143,0.4545,0.7143,0.2174,109,52,19,23,11,25,7,87,0.5577,0.4211,1.0,4,88,2
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-ebb3f84c74d61eee4d8c6875140b990eee62e146,False,155,379802,0.1111,1.0,0.3333,0.6,26,14,1,5,1,6,3,23,0.6429,0.0,0.3333,2,23,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-ee02b164f6728d3227c42671028c67a4afd36918,False,158,357095,0.6667,0.6667,0.6667,0.1667,56,22,8,12,3,7,2,26,0.4545,0.625,0.5,8,39,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-f1bc91a1b999656dbdb2495ccb57bf2105b84920,True,61,137484,1.0,0.5556,0.6,0.1765,102,62,16,17,9,7,4,67,0.7258,0.4375,1.0,3,68,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-f36bd61fb1cee4669de1f00e59da462bfeae8765,False,315,591565,0.3333,0.2,1.0,0.3333,20,9,5,9,5,10,4,12,0.0,0.0,0.3333,1,13,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-f743945d599b178293e89e784b3b2374b1026430,True,384,762424,0.6,0.375,0.6,0.1579,75,44,10,19,8,12,4,56,0.5682,0.2,0.6667,6,59,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_flipt-io__flipt-f808b4dd6e36b9dc8b011eb26b196f4e2cc64c41,False,89,219428,0.375,0.3333,0.625,0.2632,69,25,20,19,9,15,4,47,0.24,0.55,0.6,1,48,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-01441351c3407abfc21c48a38e28828e1b504e0c,True,176,614475,1.0,0.5,1.0,0.5,8,2,3,2,2,4,4,4,0.0,0.3333,1.0,2,4,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-030b2e03525d68d74cb749959aac2d7f3fc0effa,False,186,715215,0.5,0.5,0.5,0.5,52,9,8,2,2,2,1,11,0.7778,0.75,1.0,2,40,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-0ec945d0510cdebf92cdd8999f94610772689f14,True,186,723269,1.0,0.5,1.0,0.5,32,17,10,2,2,1,1,16,0.8824,0.8,1.0,1,16,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-139f3a81b66c47e6d8f70ce6c4afe7a9196a6ea8,True,152,456119,0.6667,0.75,0.6667,0.75,52,20,13,8,8,13,4,25,0.6,0.3846,1.0,4,26,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-17ae386d1e185ba742eea4668ca77642e22b54c4,True,137,423461,1.0,0.5,1.0,0.3333,23,10,7,3,2,1,1,15,0.7,0.7143,1.0,3,15,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-1832b4ee3a20177ad313d806983127cb6e53f5cf,False,176,622272,0.8889,0.8889,0.8889,0.2581,211,110,20,31,9,11,4,172,0.7182,0.55,0.875,26,173,3
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-2923cbc645fbc7a37d50398eb2ab8febda8c3264,True,148,364699,0.8333,0.5,1.0,0.25,155,90,18,24,10,12,4,127,0.7333,0.4444,0.8333,13,128,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-2c84be80b65d022c262956cd26fc79d8bb2f7010,True,186,722574,1.0,0.5,1.0,0.3333,39,19,6,3,2,2,1,28,0.8421,0.6667,1.0,2,28,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-36456cb151894964ba1683ce7da5c35ada789970,True,121,398697,0.5,1.0,0.5,0.5,5,3,1,2,1,1,1,3,0.3333,0.0,1.0,1,3,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-3c1489e588dacea455ccf4c352a3b1006902e2d4,False,143,414882,0.1667,0.3333,1.0,0.4615,90,62,8,13,3,6,4,76,0.7903,0.625,0.1667,4,77,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-3f8de0268376e1f0fa6d9d61abb0d9d3d580ea7d,False,122,413239,0.8571,0.8571,0.8571,0.5455,83,38,19,11,7,4,1,59,0.7105,0.6316,1.0,1,59,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-407407d306e9431d6aa0ab566baa6e44e5ba2904,True,184,662303,1.0,0.5,1.0,0.25,33,22,6,4,2,6,4,21,0.8182,0.6667,1.0,3,21,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-436341a4a522dc83eb8bddd1164b764c8dd6bc45,False,184,690144,1.0,0.5,1.0,0.5,69,34,15,4,4,2,1,48,0.8824,0.7333,1.0,1,48,2
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-457a3a9627fb9a0800d0aecf1d4713fb634a9011,True,170,605428,1.0,0.5,1.0,0.5,70,37,7,2,2,1,1,62,0.9459,0.7143,1.0,9,62,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-4a72295de7b91faa59d90a5bee91535bbe76755d,True,145,447441,0.4286,0.5,0.8571,0.2727,118,66,12,22,6,24,7,92,0.6667,0.5,0.5,7,95,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-4b680b996061044e93ef5977a081661665d3360a,True,122,406184,0.6667,0.6667,0.6667,0.2857,42,20,3,7,3,3,1,39,0.65,0.0,1.0,8,39,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-4c04acbd9ea5b073efe999e33381fa9f399d6f27,False,143,415402,0.1,0.5,0.2,0.4,33,16,7,5,2,1,1,21,0.6875,0.7143,0.5,3,21,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-50580f6e98eeb36f53f27222f7f4fdfea0b21e8d,True,183,638243,1.0,0.5,1.0,0.2,12,6,5,5,2,2,1,6,0.1667,0.6,1.0,1,6,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-54e73c2f5466ef5daec3fb30922b9ac654e4ed25,True,142,418183,1.0,0.6667,1.0,0.2857,124,73,12,14,6,10,4,88,0.8082,0.5,1.0,5,101,2
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-5af1a227339e46c7abf3f2815e4c636a0c01098e,False,184,682388,0.75,0.6,1.0,0.5714,72,37,5,7,5,8,4,54,0.8108,0.0,0.75,0,66,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-61c39637f2f3809e1b5dad05f0c57c799dce1587,True,184,646902,0.75,0.5,0.75,0.1579,118,70,10,19,6,7,4,104,0.7286,0.4,1.0,12,105,3
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-6682232b5c8a9d08c0e9f15bd90d41bff3875adc,True,154,515838,0.25,0.5,0.25,0.3333,13,4,4,3,2,1,1,8,0.25,0.5,1.0,2,8,0
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-6eff6a9329a65cc412e79b8f82444dfa3d0f0b5a,False,126,409834,0.375,0.375,0.625,0.2941,116,57,12,17,8,13,4,73,0.7018,0.3333,0.4,13,90,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-73f0adad95c4d227e2ccfa876c85cc95dd065e13,True,154,514496,1.0,0.8,1.0,0.3077,87,44,13,13,5,9,4,72,0.7045,0.6154,1.0,0,73,1
github-copilot-cli-claude-opus-4.6,swebench-pro,instance_future-architect__vuls-78b52d6a7f480bd610b692de9bf0c86f57332f23,True,176,621376,0.75,0.5455,0.875,0.5,93,38,23,14,11,20,7,44,0.6316,0.5217,0.8571,8,45,1
